"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"770016491","770016483","CLINIQUE DE MONTEVRAIN","SSR prive","Prive lucratif","CLINIQUE DE MONTEVRAIN 15 RTE DE PROVINS 77144 MONTEVRAIN",48.8542675,2.7604283,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,32284,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,5416,90,554,32284,20,5416
"770019032","770170017","CENTRE HOSPITALIER DE MARNE LA VALLEE","CH","Public","CENTRE HOSPITALIER DE MARNE LA VALLEE 2 COUR DE LA GONDOIRE 77600 JOSSIGNY",48.849513,2.770708,60,42,NA,283,115,NA,16,3036,6667,NA,14741,3840,NA,115,15982,23489,NA,86170,38308,NA,3338,18,NA,NA,26,100,NA,NA,1604,1120,NA,2702,32701,NA,NA,516,28399,167287,144,38127
"770020055","770000271","CENTRE NEPHROCARE MARNE LA VALLEE","Centre de dialyse","Prive lucratif","CENTRE NEPHROCARE MARNE LA VALLEE 2 CRS DE LA GONDOIRE 77600 JOSSIGNY",48.8499018,2.773073,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1
"770150019","770019792","CENTRE MEDICAL DE FORCILLES","Etablissement de soins medicaux","ESPIC",NA,NA,NA,NA,NA,NA,65,NA,NA,203,NA,NA,NA,2455,NA,NA,1490,NA,NA,NA,22744,NA,NA,51806,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,1203,NA,NA,NA,268,3945,74550,13,1203
"770150027","750720575","C.M.P.A. NEUFMOUTIERS","SSR prive","ESPIC","C.M.P.A. NEUFMOUTIERS 19 R DU DOCTEUR LARDANCHET 77610 NEUFMOUTIERS EN BRIE",48.7652502,2.8202859,NA,NA,NA,NA,38,NA,115,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,7553,NA,19243,NA,NA,NA,NA,15,NA,13,NA,NA,NA,NA,4737,NA,2935,153,869,26796,28,7672
"770150043","750808529","BTP RESIDENCES MEDICO-SOCIALES","SSR prive","Prive non lucratif (non ESPIC)","BTP RESIDENCES MEDICO-SOCIALES 24 R DES BERCHERES 77342 PONTAULT COMBAULT CEDEX",48.7839255,2.6073374,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,581,NA,NA,NA,NA,NA,NA,22260,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,2366,70,581,22260,6,2366
"770300010","770004299","HOPITAL PRIVE DE MARNE CHANTEREINE","Etablissement de soins pluridisciplinaire","Prive lucratif","HOPITAL PRIVE DE MARNE CHANTEREINE R CURIE 77177 BROU SUR CHANTEREINE",48.8849609,2.629608,59,NA,NA,44,NA,NA,NA,9698,0,NA,1719,NA,NA,NA,11931,0,NA,18608,NA,NA,NA,26,0,NA,4,NA,NA,NA,0,282,NA,0,NA,NA,NA,103,11417,30539,30,282
"770300135","770000289","CLINIQUE MEDICO-CHIRURG. LES FONTAINES","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE MEDICO-CHIRURG. LES FONTAINES 54 BD ARISTIDE BRIAND 77007 MELUN CEDEX",48.543718,2.651195,89,NA,NA,35,NA,NA,NA,2526,NA,NA,2687,NA,NA,NA,9759,NA,NA,12282,NA,NA,NA,6,NA,NA,3,NA,NA,15,1882,NA,NA,659,NA,NA,3137,124,5213,22041,24,5678
"770300143","770000362","POLYCLINIQUE SAINT-JEAN","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE SAINT-JEAN 41 AV DE CORBEIL 77000 MELUN",48.5572514,2.645961,69,NA,NA,7,NA,NA,NA,3609,0,NA,34,NA,NA,NA,17190,0,NA,371,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,5127,7,NA,0,NA,NA,NA,76,3643,17561,35,5134
"770300192","770000313","CLINIQUE SAINT-BRICE","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE SAINT-BRICE RTE EPARMAILLES 77160 ST BRICE",48.5624722,3.3167788,44,NA,NA,NA,NA,NA,NA,1492,0,NA,15,NA,NA,NA,4419,0,NA,373,NA,NA,NA,20,NA,NA,5,NA,NA,NA,2184,0,NA,1877,NA,NA,NA,44,1507,4792,25,4061
"770300218","440052041","INSTITUT M…DICAL DE SERRIS","SSR prive","Prive lucratif","INSTITUT MEDICAL DE SERRIS 2 CRS DU RHIN 77700 SERRIS",48.8571259,2.7835536,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,621,NA,NA,NA,NA,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,621,31033,0,0
"770300259","770000347","CLINIQUE LES TROIS SOLEILS","SSR prive","Prive lucratif","CLINIQUE LES TROIS SOLEILS 19 R DU CHATEAU 77310 BOISSISE LE ROI",48.5257694,2.5742454,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,1186,NA,NA,NA,NA,NA,NA,49068,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,722,142,1186,49068,30,722
"770300275","770000354","POLYCLINIQUE DE LA FORET","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE DE LA FORET 4 R LAGORSSE 77300 FONTAINEBLEAU",48.4123324,2.7009589,48,16,NA,0,NA,NA,NA,2740,623,NA,141,NA,NA,NA,8242,2602,NA,1169,NA,NA,NA,36,0,NA,8,NA,NA,NA,6291,0,NA,1,NA,NA,NA,64,3504,12013,44,6292
"770300283","770000362","CLINIQUE DE L'ERMITAGE","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE DE L ERMITAGE 186 R PIERRE CURIE 77190 DAMMARIE LES LYS",48.5149486,2.6392227,45,NA,NA,NA,NA,NA,NA,2583,NA,NA,39,NA,NA,NA,8317,NA,NA,695,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,7208,NA,NA,0,NA,NA,NA,45,2622,9012,33,7208
"770310019","770000370","CLINIQUE DE PERREUSE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,893,NA,NA,NA,NA,NA,NA,36402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,893,36402,0,0
"770310027","770000388","CLINIQUE DE L'ANGE GARDIEN","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,1097,NA,NA,NA,NA,NA,NA,36298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,1097,36298,0,0
"770420024","750042590","ETABLISSEMENT DE SOINS DE SUITE ET DE READAPTATION","SSR prive","ESPIC","ESSR LE PRIEURE 4 R BEZOUT 77210 AVON",48.4179693,2.7350018,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,1046,NA,NA,NA,NA,NA,NA,40520,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,184,130,1046,40520,2,184
"770510055","750719270","MAIS DE REPOS SPECIALISEE CHANTEMERLE","Centre de postcure pour maladies mentales","ESPIC",NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,15064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,412,15064,0,0
"770630028","750042590","CTRE REEDUCATION FCTIONNELLE INFANTILE","SSR prive","ESPIC","CRFI DE BROLLES 34 AV ALFRED ROLL 77590 BOIS LE ROI",48.4806389,2.6792533,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,5824,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,4236,40,173,5824,20,4236
"770700011","750042590","CENTRE READAPTATION COUBERT","SSR prive","ESPIC","CENTRE DE READAPTATION DE COUBERT RTE DE LIVERDY 77170 COUBERT",48.6796388,2.716206,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,1557,NA,NA,8532,NA,NA,NA,77472,NA,NA,30,NA,NA,NA,40,NA,NA,153,NA,NA,NA,13853,235,1557,86004,70,14006
"770701225","750721334","SSR LE BRASSET","SSR prive","ESPIC","CENTRE DE REEDUCATION LE BRASSET 14 R LOUIS BRAILLE 77100 MEAUX",48.9652593,2.8736471,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,9838,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1456,40,135,9838,10,1456
"770790707","770000719","CLINIQUE DE TOURNAN","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE DE TOURNAN 2 R JULES LEFEBVRE 77220 TOURNAN EN BRIE",48.7420951,2.7585444,58,25,NA,24,NA,NA,NA,2592,1021,NA,1210,NA,NA,NA,11091,4696,NA,8886,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,5724,0,NA,0,NA,NA,NA,107,4823,24673,27,5724
"770803708","750806853","UNITE D'AUTODIALYSE AURA","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE AURA - MEAUX 45 R DE LA CRECHE 77100 MEAUX",48.954738,2.885733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"770803989","770000925","CTRE READAPTATION CARDIAQUE DE LA BRIE","SSR prive","Prive lucratif","CTRE READAPTATION CARDIAQUE DE LA BRIE 27 R SAINTE CHRISTINE 77174 VILLENEUVE ST DENIS",48.8171082,2.7951998,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,1194,NA,NA,NA,NA,NA,NA,22317,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7538,65,1194,22317,15,7538
"770809028","770815777","UNITE D'AUTODIALYSE ALFADIAL","Structure d'alternative a la dialyse","Prive lucratif","UNITE D AUTODIALYSE ALFADIAL 38 AV FRANKLIN ROOSEVELT 77210 AVON",48.4154774,2.7206583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"770813400","770001014","CLINIQUE SAINT FARON","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE MEDICO-CHIRURGICALE ST FARON 1143 R CHARLES DE GAULLE 77100 MAREUIL LES MEAUX",48.9410229,2.8732384,64,NA,NA,8,NA,NA,NA,2447,NA,NA,242,NA,NA,NA,7863,NA,NA,2068,NA,NA,NA,16,NA,NA,8,NA,NA,NA,6057,NA,NA,0,NA,NA,NA,72,2689,9931,24,6057
"770813426","770813418","UNITE D'AUTODIALYSE","Structure d'alternative a la dialyse","Prive non lucratif (non ESPIC)","UNITE D AUTODIALYSE RTE DES GRATTONS 77160 PROVINS",48.5439859,3.29836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"770813459","940000060","NEPHROCARE ILE DE FRANCE CHELLES","Structure d'alternative a la dialyse","Prive lucratif","NEPHROCARE ILE DE FRANCE CHELLES 1 R DE LA LIBERTE 77500 CHELLES",48.8792307,2.5951613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"770813814","770130037","USLD CENTRE HOPITALIER DE JOUARRE","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,36840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,65,36840,0,0
"770814622","770700185","ANNEXE D'ORGEMONT MOYEN SEJOUR","CH","Public","ANNEXE D ORGEMONT MOYEN SEJOUR 2 R D ORGEMONT 77100 MEAUX",48.958168,2.866297,NA,NA,NA,NA,NA,60,117,NA,NA,NA,NA,NA,28,827,NA,NA,NA,NA,NA,21316,45872,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1406,177,855,67188,5,1406
"770814986","940000060","NEPHROCARE ILE DE FRANCE COULOMMIERS","Structure d'alternative a la dialyse","Prive lucratif","NEPHROCARE ILE DE FRANCE COULOMMIERS 7 R DU DR ARBELTIER 77120 COULOMMIERS",48.8147345,3.0835626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780000287","780110011","C.H. FRANCOIS QUESNAY MANTES","CH","Public","C.H. FRANCOIS QUESNAY MANTES 2 BD SULLY 78201 MANTES LA JOLIE CEDEX",48.9983592,1.6744151,56,55,NA,241,50,50,86,2812,4917,NA,11471,585,15,577,11340,14510,NA,67446,14321,18064,30186,15,NA,NA,38,40,NA,NA,2785,0,NA,2857,6323,NA,NA,538,20377,155867,93,11965
"780000295","780002697","CHI DE MEULAN / LES MUREAUX","CH","Public","CHI DE MEULAN / LES MUREAUX 1 R DU FORT 78250 MEULAN EN YVELINES",49.0026791,1.9114417,56,24,NA,98,NA,NA,NA,2619,1499,NA,4372,NA,NA,NA,12176,5250,NA,30368,NA,NA,NA,7,1,NA,13,NA,NA,NA,2083,225,NA,451,NA,NA,NA,178,8490,47794,21,2759
"780000303","780110037","H‘P. G…RONTOLOGIQUE & MED-SOC PLAISIR","CH","Public","HOP. GERONTOLOGIQUE ET MED-SOC 220 Rue Fran√ßois Mansart, 78370 PLAISIR",48.82536,1.938957,NA,NA,NA,50,NA,90,106,NA,NA,NA,1559,NA,54,1106,NA,NA,NA,16068,NA,30963,31383,NA,NA,NA,3,10,NA,16,NA,NA,NA,418,2069,NA,4338,246,2719,78414,29,6825
"780000311","780001236","C.H. INT. DE POISSY/ST GERMAIN EN LAYE","CH","Public","CHI POISSY ST-GERMAIN SITE DE POISSY 10 R DU CHAMP GAILLARD 78303 POISSY CEDEX",48.9192679,2.0236706,85,80,NA,225,53,97,60,4994,9381,NA,19527,916,28,686,19765,34944,56,80419,16662,32931,19518,10,3,16,31,59,NA,NA,0,0,14,475,8770,NA,NA,600,35532,204295,119,9259
"780000329","780110052","CENTRE HOSPITALIER DE RAMBOUILLET","CH","Public","CENTRE HOSPITALIER DE RAMBOUILLET 5 R PIERRE ET MARIE CURIE 78514 RAMBOUILLET CEDEX",48.6520612,1.8259577,43,25,NA,146,NA,NA,NA,2614,2026,NA,8224,NA,NA,NA,10244,7353,NA,42709,NA,NA,NA,10,1,NA,24,NA,NA,NA,2300,489,NA,3118,NA,NA,NA,214,12864,60306,35,5907
"780000337","780001236","CH INTERCOMMUNAL SITE DE ST-GERMAIN","CH","Public","CHI POISSY ST-GERMAIN SITE ST-GERMAIN 20 R ARMAGIS 78101 ST GERMAIN EN LAYE CEDEX",48.898924,2.0757254,20,0,NA,128,34,39,30,2814,1781,NA,6152,947,24,441,1619,4,NA,32179,10450,13568,9594,16,6,NA,25,26,NA,0,0,0,NA,48,7592,NA,NA,251,12159,67414,73,7640
"780000345","780110078","CH DE VERSAILLES-HOPITAL RICHAUD","CH","Public","CH DE VERSAILLES-HOPITAL RICHAUD 80 BD DE LA REINE 78000 VERSAILLES",48.808093,2.1353979,NA,NA,NA,1,NA,NA,54,NA,NA,NA,148,NA,NA,445,NA,NA,NA,1100,NA,NA,14901,NA,NA,NA,1,NA,NA,8,NA,NA,NA,228,NA,NA,1378,55,593,16001,9,1606
"780000352","780110094","HOPITAL DU VESINET","CH","Public","HOPITAL DU VESINET 72 AV DE LA PRINCESSE 78110 LE VESINET",48.8825686,2.1305651,NA,NA,NA,NA,NA,60,230,NA,NA,NA,NA,NA,14,1887,NA,NA,NA,NA,NA,20649,68075,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3956,290,1901,88724,12,3956
"780000360","780130019","LONG SEJOUR DE L'HOPITAL GERONTOLOGIQUE DE CHEVREUSE","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,13932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,28,13932,0,0
"780000378","780130027","HOPITAL LOCAL DE HOUDAN","CH","Public","HOPITAL LOCAL DE HOUDAN 42 R DE PARIS 78550 HOUDAN",48.7927308,1.6004891,NA,NA,NA,20,NA,30,17,NA,NA,NA,501,NA,14,200,NA,NA,NA,5938,NA,10594,5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,67,715,22266,0,0
"780000386","780021788","CH DE LA MAULDRE SITE SAINT LOUIS","CH","Public","CH DE LA MAULDRE SITE SAINT LOUIS 23 R SAINT LOUIS 78760 JOUARS PONTCHARTRAIN",48.805141,1.9042243,NA,NA,NA,30,NA,NA,30,NA,NA,NA,532,NA,NA,251,NA,NA,NA,7587,NA,NA,9109,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,60,783,16696,0,0
"780000402","780140026","CENTRE HOSPITALIER  JEAN MARTIN CHARCOT","CHS","Public",NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,1273,NA,NA,NA,NA,NA,NA,40519,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,20524,NA,NA,133,1273,40519,121,20524
"780000410","780140059","CENTRE HOSPITALIER TH. ROUSSEL","CHS","Public",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,857,NA,NA,NA,NA,NA,NA,27263,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,10989,NA,NA,97,857,27263,88,10989
"780000428","780002697","C.H.I. DE MEULAN (SITE DE B»CHEVILLE)","CH","Public","C.H.I. DE MEULAN (SITE DE BECHEVILLE) 1 R BAPTISTE MARCET 78130 LES MUREAUX",48.9865311,1.9361794,NA,NA,NA,NA,79,NA,127,NA,NA,NA,NA,481,NA,887,NA,NA,NA,NA,11919,NA,34555,NA,NA,NA,NA,30,NA,17,NA,NA,NA,NA,2630,NA,2439,206,1368,46474,47,5069
"780001467","780018347","CENTRE DE CONVALESCENCE D'AUBERGENVILLE","SSR prive","Prive lucratif","CENTRE DE CONVALESCENCE 32 R DU MONTGARDE 78410 AUBERGENVILLE",48.9554571,1.8458283,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,17508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,263,17508,0,0
"780001558","780001509","UNITE D'AUTODIALYSE DIALYVE","Structure d'alternative a la dialyse","Prive lucratif","UNITE D AUTODIALYSE DIALYVE 78 AV DU GENERAL LECLERC 78220 VIROFLAY",48.8042037,2.1752026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780001657","780530010","HOPITAL DE PEDIATRIE ET DE REEDUCATION DE BULLION","CH","Public","HOPITAL PEDIATRIE REEDUCATION BULLION RTE DE LONGCHENE 78830 BULLION",48.6329157,2.0112169,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,28657,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3054,130,710,28657,10,3054
"780001707","780822920","UNITE D'AUTODIALYSE LES TEMPLIERS","Structure d'alternative a la dialyse","Prive non lucratif (non ESPIC)","UNITE D AUTODIALYSE LES TEMPLIERS 5 R SIMONE DE BEAUVOIR 78990 ELANCOURT",48.777799,1.9639754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780004529","310021233","HAD -YVELINES SUD-","HAD","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,0,0,2584,60,77
"780008298","750043994","Clinique St Remy","Etablissement de soins medicaux","Prive lucratif","CLINIQUE ST REMY 66 CHE DE LA CHAPELLE 78470 ST REMY LES CHEVREUSE",48.7134126,2.0745305,NA,NA,NA,15,NA,NA,45,NA,NA,NA,403,NA,NA,381,NA,NA,NA,4935,NA,NA,15510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,60,784,20445,0,0
"780017802","780002010","CTRE D'HEMODIALYSE DE MANTES LA JOLIE","Centre de dialyse","Prive lucratif","CTRE D HEMODIALYSE DE MANTES LA JOLIE R DUGUAY-TROUIN 78200 MANTES LA JOLIE",49.0047903,1.6936069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0
"780018727","780018719","CLINIQUE ST GERMAIN","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE SAINT GERMAIN 12 R BARONNE GERARD 78100 ST GERMAIN EN LAYE",48.8976617,2.083958,40,26,NA,20,NA,NA,30,1791,1271,NA,469,NA,NA,382,6444,5869,NA,4687,NA,NA,9574,17,0,NA,0,NA,NA,0,3591,0,NA,4,NA,NA,0,116,3913,26574,17,3595
"780022646","920002615","CTRE RADIOLOGIE - TRAITEMENT TUMEURS","Autre","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"780140018","750005068","INSTITUT MGEN DE LA VERRIERE","Maison de sant√© pour maladies mentales","ESPIC","INSTITUT MARCEL RIVIERE AV DE MONTFORT 78322 LE MESNIL ST DENIS CEDEX",48.7487457,1.9503116,NA,NA,NA,31,182,NA,77,NA,NA,NA,640,1259,NA,708,NA,NA,NA,8732,52828,NA,23462,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,0,7227,NA,NA,290,2607,85022,45,7227
"780140042","780017455","CLINIQUE D'YVELINE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0,48158,0,0
"780140075","750804114","CENTRE GILBERT RABY","Centre de postcure pour maladies mentales","ESPIC","CENTRE GILBERT RABY 2 AV DU MARECHAL JOFFRE 78250 MEULAN EN YVELINES",49.0075065,1.9284349,NA,NA,NA,NA,50,NA,60,NA,NA,NA,NA,568,NA,346,NA,NA,NA,NA,15813,NA,19487,NA,NA,NA,NA,5,NA,10,NA,NA,NA,NA,294,NA,1353,110,914,35300,15,1647
"780150017","750005068","-CESSRIN- DE MAISONS LAFFITTE","Etablissement de soins medicaux","ESPIC","CESSRIN DE MAISONS LAFFITTE 1 AV MOLIERE 78605 MAISONS LAFFITTE CEDEX",48.9503046,2.1600141,NA,NA,NA,2,NA,NA,114,NA,NA,NA,51,NA,NA,1136,NA,NA,NA,414,NA,NA,36152,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,0,NA,NA,3014,116,1187,36566,15,3014
"780150033","780020715","MAISON DE SANTE -CLAIRE DEMEURE-","SSR prive","ESPIC","MAISON DE SANTE CLAIRE DEMEURE 12 R PORTE DE BUC 78000 VERSAILLES",48.7936483,2.1365673,NA,NA,NA,16,NA,48,8,NA,NA,NA,261,NA,31,11,NA,NA,NA,4420,NA,13618,2831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,72,303,20869,0,0
"780150066","780808614","CLINIQUE MEDICALE DE LA PORTE VERTE","Etablissement de soins pluridisciplinaire","ESPIC","CLINIQUE MEDICALE DE LA PORTE VERTE 6 AV FRANCHET D ESPEREY 78004 VERSAILLES CEDEX",48.8196784,2.1409422,NA,NA,NA,90,NA,NA,162,NA,NA,NA,2764,NA,NA,1535,NA,NA,NA,29562,NA,NA,45858,NA,NA,NA,6,NA,NA,10,NA,NA,NA,63,NA,NA,3941,252,4299,75420,16,4004
"780170056","780825097","H‘PITAL DE JOUR -L'ENVOL-","Maison de sant√© pour maladies mentales","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,4418,NA,NA,0,0,0,34,4418
"780300075","780000485","CENTRE CARDIOLOGIQUE D'EVECQUEMONT","Etablissement de soins medicaux","Prive lucratif","CENTRE CARDIOLOGIQUE D EVECQUEMONT 2 R DES CARRIERES 78740 EVECQUEMONT",49.0107504,1.9379837,NA,NA,NA,120,NA,NA,50,NA,NA,NA,4019,NA,NA,751,NA,NA,NA,23696,NA,NA,15078,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,5449,170,4770,38774,8,5449
"780300083","750052318","CLINIQUE MEDICALE ET CARDIOLOGIQUE","SSR prive","Prive lucratif","CLINIQUE MEDICALE DE GOUSSONVILLE 15 R DES COUTURES 78930 GOUSSONVILLE",48.921195,1.7648232,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,1287,NA,NA,NA,NA,NA,NA,53342,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,6524,149,1287,53342,21,6524
"780300109","750056335","CLINIQUE MEDIC. DU VAL DE SEINE","SSR prive","Prive lucratif","CLINIQUE MEDIC. DU VAL DE SEINE 1 CHE DU COEUR VOLANT 78430 LOUVECIENNES",48.8656517,2.1076155,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,852,NA,NA,NA,NA,NA,NA,22959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,852,22959,0,0
